Student ID,Student Full Name,Department Name/Code,Joining Year,Graduation Year,Contact Email,Contact Phone Number,Date of Birth,Student Address,Student City,Academic Score %,Attendance %,Got Job Offer in Campus Placement,Job Offered by Company,Starting Campus Offer Value,Notes
1251,Trisha Gara,Computer Science Engineering (CSE),2016,2020,trishagara89@gmail.com,7868834092,20-02-1999,"89/812, Chander Circle, Shahjahanpur 852845",Amritsar,82.3,95.5,Yes,Infosys,2371351,Got job in campus placement
1252,Navya Sampath,Computer Science Engineering (CSE),2017,2021,navyasampath40@gmail.com,5268719993,19-06-2002,"384, Chatterjee Road, Madurai 426126",Anantapur,88.3,94.8,Yes,Zoho Corporation,2268380,Got job in campus placement
1253,Eshani Srinivas,Computer Science Engineering (CSE),2016,2020,eshanisrinivas26@gmail.com,9.17855E+11,20-04-1999,"H.No. 20, Devan, Muzaffarnagar-697342",Mau,78.9,94.6,No,,,No special remarks
1254,Rati Apte,Computer Science Engineering (CSE),2018,2022,ratiapte91@gmail.com,2138112555,24-06-2000,"H.No. 872, Srinivasan Road, Baranagar 004102",Eluru,77.7,94.7,No,,,No special remarks
1255,Aaryahi Chakrabarti,Computer Science Engineering (CSE),2017,2021,aaryahichakrabarti23@gmail.com,5702213943,28-08-2000,"78/137, Sahni Chowk, Bathinda 657943",Tenali,76.6,92.7,Yes,TCS,2359575,Got job in campus placement
1256,Saira Varghese,Computer Science Engineering (CSE),2017,2021,sairavarghese63@gmail.com,9.16699E+11,07-10-2002,"H.No. 61, Suri Ganj, Mau 397684",Vellore,93,95.7,Yes,Zoho Corporation,2329869,Got job in campus placement
1257,Tanya Bhatt,Computer Science Engineering (CSE),2018,2022,tanyabhatt85@gmail.com,6510425940,15-10-1998,"H.No. 251, Sahota Nagar, Satara 255742",Chapra,76,85.1,Yes,Wipro,2286642,Got job in campus placement
1258,Aaryahi Rana,Computer Science Engineering (CSE),2016,2020,aaryahirana60@gmail.com,9.12186E+11,12-09-2002,"H.No. 30, Warrior Road, Bhilwara 804183",Hajipur,94,82.5,No,,,No special remarks
1259,Bhamini Dasgupta,Computer Science Engineering (CSE),2018,2022,bhaminidasgupta62@gmail.com,5750353722,19-10-1997,"24/14, Kalita Zila, Gaya-196354",Karawal Nagar,75.1,82,No,,,No special remarks
1260,Prerak Swaminathan,Computer Science Engineering (CSE),2016,2020,prerakswaminathan73@gmail.com,5157571455,29-03-2002,"H.No. 228, Ghosh Marg, Kota 491381",Mathura,86.7,97.1,Yes,TCS,2252985,Got job in campus placement
1261,Neysa Deep,Computer Science Engineering (CSE),2019,2023,neysadeep34@gmail.com,3965684575,29-12-1998,"753, Rastogi Street, Rajkot-066675",Moradabad,88.5,84.9,No,,,No special remarks
1262,Alisha Venkatesh,Computer Science Engineering (CSE),2018,2022,alishavenkatesh4@gmail.com,9.1033E+11,11-10-1998,"37/38, Gokhale Street, Nandyal-552394",Tezpur,88.9,95.7,Yes,TCS,2401448,Got job in campus placement
1263,Tanya Shetty,Computer Science Engineering (CSE),2017,2021,tanyashetty100@gmail.com,9.11038E+11,16-06-2001,"61/61, Bhatt, Mira-Bhayandar 114283",Tinsukia,76.9,84.9,No,,,No special remarks
1264,Vivaan Bansal,Computer Science Engineering (CSE),2016,2020,vivaanbansal98@gmail.com,8555840319,04-05-2003,"H.No. 829, Datta Street, Nandyal 728403",Bhiwani,90.5,89.8,Yes,TCS,2294358,Got job in campus placement
1265,Sara Mammen,Computer Science Engineering (CSE),2018,2022,saramammen89@gmail.com,4016072445,13-02-2003,"76, Kothari Marg, Guwahati 669239",Indore,93.1,98.4,Yes,Infosys,2235097,Got job in campus placement
1266,Anaya Bali,Computer Science Engineering (CSE),2016,2020,anayabali72@gmail.com,3932009708,12-10-1999,"35/10, Sidhu Circle, Rourkela 466825",Bhalswa Jahangir Pur,90.6,98.9,Yes,Infosys,2273426,Got job in campus placement
1267,Emir Dara,Computer Science Engineering (CSE),2019,2023,emirdara85@gmail.com,4928350856,10-09-2002,"46, Vasa Road, Anantapuram 349279",Coimbatore,84.4,89.2,No,,,No special remarks
1268,Nehmat Bahri,Computer Science Engineering (CSE),2019,2023,nehmatbahri62@gmail.com,9.13025E+11,20-11-1998,"H.No. 738, Bala Street, Singrauli 699708",Ujjain,90.9,86.8,Yes,Infosys,2364200,Got job in campus placement
1269,Darshit Sachar,Computer Science Engineering (CSE),2016,2020,darshitsachar8@gmail.com,2287486091,11-11-2000,"76, Gandhi Marg, Jorhat-832095",Raiganj,85.1,89.7,Yes,Infosys,2291386,Got job in campus placement
1270,Ritvik Cheema,Computer Science Engineering (CSE),2017,2021,ritvikcheema88@gmail.com,9.13199E+11,02-12-1998,"64/778, Shan Nagar, Gopalpur 090631",Proddatur,78.3,84.3,No,,,No special remarks
1271,Ishaan Sant,Computer Science Engineering (CSE),2019,2023,ishaansant98@gmail.com,9.15747E+11,13-11-1997,"11, Lanka Chowk, Rourkela 787599",Karimnagar,82.8,82.2,No,,,No special remarks
1272,Hrishita Arora,Computer Science Engineering (CSE),2019,2023,hrishitaarora55@gmail.com,9.11892E+11,21-09-1998,"463, Sha Chowk, Giridih-977399",Noida,92.8,91.5,No,,,No special remarks
1273,Sara Sagar,Computer Science Engineering (CSE),2018,2022,sarasagar50@gmail.com,5694811711,22-11-2002,"55, Jani Ganj, Dindigul-973248",Nandyal,93.9,97.3,Yes,Infosys,2299414,Got job in campus placement
1274,Ivana Biswas,Computer Science Engineering (CSE),2019,2023,ivanabiswas83@gmail.com,9.18762E+11,01-10-2000,"68/024, Balasubramanian Ganj, Amritsar 656070",Vijayawada,75.7,85.6,No,,,No special remarks
1275,Krish Sengupta,Computer Science Engineering (CSE),2018,2022,krishsengupta66@gmail.com,9146050157,10-06-2001,"076, Saxena Circle, Singrauli-637960",Aizawl,78.4,98.7,No,,,No special remarks
1276,Aaina Upadhyay,Computer Science Engineering (CSE),2017,2021,aainaupadhyay61@gmail.com,1153404520,09-11-1997,"065, Saran Street, Guwahati 842946",Chandrapur,77.2,89.2,No,,,No special remarks
1277,Drishya Ganesh,Computer Science Engineering (CSE),2016,2020,drishyaganesh10@gmail.com,3460270639,18-05-1998,"14/03, Saran Marg, Shahjahanpur-836388",Mathura,75.7,90.1,Yes,Infosys,2259938,Got job in campus placement
1278,Ehsaan Krish,Computer Science Engineering (CSE),2016,2020,ehsaankrish17@gmail.com,9.12877E+11,24-09-2001,"42/36, Chaudhuri Nagar, Varanasi-018942",Gorakhpur,79.6,99.4,No,,,No special remarks
1279,Drishya Badal,Computer Science Engineering (CSE),2016,2020,drishyabadal52@gmail.com,6371180164,20-05-2000,"746, Tank Ganj, Agra-793179",Panvel,94.1,82.2,No,,,No special remarks
1280,Zaina Sha,Computer Science Engineering (CSE),2018,2022,zainasha10@gmail.com,9.11605E+11,04-03-2000,"11/170, Malhotra Ganj, Bihar Sharif-400377",Tadepalligudem,81.4,86.1,Yes,TCS,2327254,Got job in campus placement
1281,Hazel Kala,Computer Science Engineering (CSE),2018,2022,hazelkala48@gmail.com,498280906,22-07-2001,"H.No. 32, Kalita Chowk, Rohtak 223678",Hapur,78.5,97.5,Yes,Wipro,2280710,Got job in campus placement
1282,Anahi Goyal,Computer Science Engineering (CSE),2018,2022,anahigoyal24@gmail.com,4098181813,02-01-2000,"48, Bala, Adoni-182166",Bokaro,94.3,83.9,No,,,No special remarks
1283,Nehmat Bose,Computer Science Engineering (CSE),2019,2023,nehmatbose66@gmail.com,3004882229,04-09-2002,"12, Dayal, Siwan-667999",North Dumdum,86.8,86.7,No,,,No special remarks
1284,Tiya Karan,Computer Science Engineering (CSE),2019,2023,tiyakaran6@gmail.com,9.1812E+11,27-07-1999,"36/514, Kota Circle, Naihati-338788",Nadiad,92.3,86.7,Yes,Zoho Corporation,2358923,Got job in campus placement
1285,Amira Sarna,Computer Science Engineering (CSE),2019,2023,amirasarna1@gmail.com,4841714453,08-05-2001,"52, Deshpande Nagar, Kalyan-Dombivli 052960",Nadiad,86.9,86.6,Yes,Infosys,2270622,Got job in campus placement
1286,Ivana Doctor,Computer Science Engineering (CSE),2016,2020,ivanadoctor23@gmail.com,3217450049,23-01-2000,"06/295, Sarma Path, Darbhanga-914336",Aizawl,82.4,92.8,Yes,TCS,2230181,Got job in campus placement
1287,Yashvi Guha,Computer Science Engineering (CSE),2017,2021,yashviguha71@gmail.com,6271875497,25-08-2002,"04/95, Thaker, Bhimavaram-116056",Jabalpur,84.7,95.2,Yes,Wipro,2374432,Got job in campus placement
1288,Aniruddh Walla,Computer Science Engineering (CSE),2019,2023,aniruddhwalla33@gmail.com,9.17283E+11,29-11-2001,"96, Kadakia Ganj, North Dumdum-774819",Rohtak,79.6,85.9,Yes,TCS,2285286,Got job in campus placement
1289,Veer Rajagopal,Computer Science Engineering (CSE),2016,2020,veerrajagopal24@gmail.com,9.19974E+11,23-06-2003,"753, Warrior Zila, Nandyal 490611",Alwar,75.6,93.4,Yes,Wipro,2277900,Got job in campus placement
1290,Kiaan Dutt,Computer Science Engineering (CSE),2018,2022,kiaandutt17@gmail.com,9207563267,05-09-2002,"H.No. 50, Chaudry Road, Nizamabad-643643",Bilaspur,93,90.4,No,,,No special remarks
1291,Gatik Sarkar,Computer Science Engineering (CSE),2016,2020,gatiksarkar45@gmail.com,9.11185E+11,14-12-1999,"H.No. 057, Sami Path, Kanpur 248336",Darbhanga,76.9,91.4,No,,,No special remarks
1292,Zeeshan Thaker,Computer Science Engineering (CSE),2018,2022,zeeshanthaker88@gmail.com,9.12951E+11,21-09-1998,"82/38, Sharma Zila, Malda 974053",Purnia,75,85.7,No,,,No special remarks
1293,Advika Chokshi,Computer Science Engineering (CSE),2018,2022,advikachokshi16@gmail.com,4941477944,19-02-2002,"98/302, Bhatt Road, North Dumdum-450459",Vijayanagaram,90.3,82.2,No,,,No special remarks
1294,Alisha Guha,Computer Science Engineering (CSE),2017,2021,alishaguha91@gmail.com,9401567782,16-10-1999,"93/87, Boase Circle, Dehri-767702",Rajpur Sonarpur,77.3,99.1,No,,,No special remarks
1295,Arhaan Ratta,Computer Science Engineering (CSE),2017,2021,arhaanratta24@gmail.com,9.18539E+11,18-08-1999,"845, Bhattacharyya Circle, Bhalswa Jahangir Pur 024461",Kadapa,92.3,91,No,,,No special remarks
1296,Reyansh Arora,Computer Science Engineering (CSE),2018,2022,reyansharora14@gmail.com,9.1779E+11,11-01-2001,"82/44, Gola Path, Bally 419990",Chandrapur,85.1,81.9,Yes,TCS,2237430,Got job in campus placement
1297,Rhea Halder,Computer Science Engineering (CSE),2018,2022,rheahalder64@gmail.com,473188689,04-07-2002,"H.No. 29, Ben Ganj, Dibrugarh 959127",Rewa,84.3,95,No,,,No special remarks
1298,Devansh Chad,Computer Science Engineering (CSE),2017,2021,devanshchad23@gmail.com,8712496369,21-01-1999,"27, Anne Ganj, Narasaraopet-512317",Etawah,75.2,90.5,Yes,Infosys,2291222,Got job in campus placement
1299,Anya Devi,Computer Science Engineering (CSE),2016,2020,anyadevi91@gmail.com,9.10848E+11,11-08-2001,"47/03, Mangat Marg, Bharatpur 023608",Raipur,76.4,89.2,Yes,Wipro,2343050,Got job in campus placement
1300,Hridaan Mander,Computer Science Engineering (CSE),2018,2022,hridaanmander36@gmail.com,4075464952,12-11-2000,"58, Kuruvilla Road, Katni 252931",Jalna,77.4,93.2,Yes,Zoho Corporation,2355693,Got job in campus placement
1301,Ahana  Madan,Computer Science Engineering (CSE),2017,2021,ahanamadan34@gmail.com,9.16483E+11,17-03-1999,"33/81, Rout, Panihati-738388",Tinsukia,84.1,98,No,,,No special remarks
1302,Kaira Sha,Computer Science Engineering (CSE),2018,2022,kairasha5@gmail.com,8998881153,07-09-1999,"10/06, Kothari Chowk, Muzaffarpur 587109",Nanded,91.8,83.9,No,,,No special remarks
1303,Dharmajan Chaudry,Computer Science Engineering (CSE),2018,2022,dharmajanchaudry97@gmail.com,1838916304,03-07-2003,"076, Das Road, Hindupur 140970",Bokaro,92.1,88.6,No,,,No special remarks
1304,Himmat Mandal,Computer Science Engineering (CSE),2016,2020,himmatmandal82@gmail.com,6071582020,19-05-2003,"01, Batta Path, Satara-398331",Tiruppur,82.9,89.1,No,,,No special remarks
1305,Mohanlal Ramesh,Computer Science Engineering (CSE),2018,2022,mohanlalramesh22@gmail.com,6572167909,20-01-1998,"65/34, Wable Ganj, Nellore 827662",Shimla,90.5,94.5,No,,,No special remarks
1306,Shaan Sampath,Computer Science Engineering (CSE),2017,2021,shaansampath91@gmail.com,802846382,02-04-2000,"H.No. 130, Chaudry Marg, Tinsukia-907158",Rajkot,81.5,93.3,No,,,No special remarks
1307,Ayesha Dave,Computer Science Engineering (CSE),2017,2021,ayeshadave47@gmail.com,9.15117E+11,07-11-2001,"241, Ramesh Path, Bikaner-207001",Arrah,81.5,93.3,No,,,No special remarks
1308,Taran Shan,Computer Science Engineering (CSE),2018,2022,taranshan18@gmail.com,4804790167,07-09-2000,"173, Deo Nagar, Ulhasnagar 770448",Visakhapatnam,91.1,97.6,No,,,No special remarks
1309,Myra Grewal,Computer Science Engineering (CSE),2016,2020,myragrewal90@gmail.com,66503612,02-12-2002,"H.No. 680, Bandi Marg, Mangalore-132177",Bihar Sharif,91.7,84.5,No,,,No special remarks
1310,Samiha Chaudhry,Computer Science Engineering (CSE),2019,2023,samihachaudhry15@gmail.com,4361880230,23-10-1998,"H.No. 164, Anne Circle, Mumbai 574860",Eluru,93.6,85.6,Yes,Zoho Corporation,2402560,Got job in campus placement
1311,Ritvik Tak,Computer Science Engineering (CSE),2017,2021,ritviktak97@gmail.com,9.17514E+11,04-12-2002,"H.No. 638, Datta Nagar, Shahjahanpur-871616",Khora ,92.9,97.2,No,,,No special remarks
1312,Lakshay Manne,Computer Science Engineering (CSE),2017,2021,lakshaymanne71@gmail.com,9.11813E+11,23-01-2003,"400, Bobal Ganj, Dibrugarh 349410",Rohtak,83.7,84.3,Yes,TCS,2286856,Got job in campus placement
1313,Vihaan Anne,Computer Science Engineering (CSE),2019,2023,vihaananne8@gmail.com,4051103694,20-10-1999,"H.No. 24, Bumb Zila, Anantapuram 549658",Baranagar,94.8,80,No,,,No special remarks
1314,Vardaniya Chahal,Computer Science Engineering (CSE),2017,2021,vardaniyachahal97@gmail.com,9.13737E+11,20-06-1999,"68/23, Khanna, Panipat-844721",Kozhikode,79.5,91.8,No,,,No special remarks
1315,Taimur Badami,Computer Science Engineering (CSE),2019,2023,taimurbadami17@gmail.com,1215737106,11-06-2003,"H.No. 083, Singh Road, Bhalswa Jahangir Pur 890077",Ahmedabad,84.8,80.3,No,,,No special remarks
1316,Rati Sarkar,Computer Science Engineering (CSE),2018,2022,ratisarkar43@gmail.com,717760096,03-01-2001,"74/195, Bansal Nagar, Solapur-534026",Haridwar,78.4,85.3,Yes,TCS,2379216,Got job in campus placement
1317,Advika Rau,Computer Science Engineering (CSE),2016,2020,advikarau22@gmail.com,5698203221,19-02-1998,"675, Rana Street, Mango 839398",Malda,75.6,85.8,No,,,No special remarks
1318,Chirag Sur,Computer Science Engineering (CSE),2019,2023,chiragsur99@gmail.com,5390498248,29-11-2001,"H.No. 190, Dhar Ganj, Vellore 023134",Delhi,81.2,89.6,Yes,Infosys,2222866,Got job in campus placement
1319,Krish Mann,Computer Science Engineering (CSE),2018,2022,krishmann76@gmail.com,6295397058,24-02-2002,"900, Kaul Marg, Amroha-779523",Bhagalpur,84.4,95.5,Yes,TCS,2377218,Got job in campus placement
1320,Charvi Kota,Computer Science Engineering (CSE),2019,2023,charvikota25@gmail.com,8253109247,08-12-2001,"02/02, Joshi Chowk, Bhiwandi-843622",Rampur,93.8,91.3,No,,,No special remarks
1321,Drishya Wagle,Computer Science Engineering (CSE),2017,2021,drishyawagle94@gmail.com,9.10956E+11,30-11-1999,"135, Choudhury Street, Tezpur 947901",Bidhannagar,93.4,96.8,No,,,No special remarks
1322,Neelofar Jayaraman,Computer Science Engineering (CSE),2018,2022,neelofarjayaraman2@gmail.com,8611816191,30-10-1998,"H.No. 810, Bail Ganj, Narasaraopet-661300",Pali,78.2,84,Yes,Zoho Corporation,2265093,Got job in campus placement
1323,Purab Datta,Computer Science Engineering (CSE),2018,2022,purabdatta73@gmail.com,4369366457,22-11-2000,"H.No. 935, Acharya Path, Rajkot 065436",Surat,87.3,93.7,No,,,No special remarks
1324,Zoya Chada,Computer Science Engineering (CSE),2018,2022,zoyachada2@gmail.com,6866715191,15-08-2001,"H.No. 418, Lad Chowk, Serampore 402658",Kurnool,82.3,86.3,No,,,No special remarks
1325,Urvi Sur,Computer Science Engineering (CSE),2016,2020,urvisur19@gmail.com,1942659614,03-03-2000,"H.No. 903, Gour Ganj, Bidhannagar 457399",Morena,82.2,86.9,Yes,TCS,2265448,Got job in campus placement
1326,Trisha Ben,Computer Science Engineering (CSE),2018,2022,trishaben2@gmail.com,9.19823E+11,04-10-1997,"49/49, Andra Path, Unnao-458198",Belgaum,90.3,98.8,No,,,No special remarks
1327,Nirvi Rajagopalan,Computer Science Engineering (CSE),2018,2022,nirvirajagopalan21@gmail.com,2012369107,14-06-1998,"012, Shanker Zila, Kadapa-629327",Aurangabad,82.9,86.1,Yes,TCS,2285306,Got job in campus placement
1328,Vaibhav Kulkarni,Computer Science Engineering (CSE),2016,2020,vaibhavkulkarni5@gmail.com,6362170546,02-09-2002,"H.No. 871, Tank Circle, Guntakal 750505",Gulbarga,77.1,95,Yes,TCS,2290514,Got job in campus placement
1329,Sahil Hans,Computer Science Engineering (CSE),2016,2020,sahilhans82@gmail.com,9.14009E+11,06-09-2001,"89/28, Sarin Zila, Shahjahanpur 248501",Kalyan-Dombivli,81.2,81,No,,,No special remarks
1330,Uthkarsh Jani,Computer Science Engineering (CSE),2018,2022,uthkarshjani43@gmail.com,7985270216,13-08-1998,"653, Bhargava Nagar, Amroha 444127",Srinagar,78,99.1,No,,,No special remarks
1331,Rania Sahni,Computer Science Engineering (CSE),2018,2022,raniasahni20@gmail.com,2945471735,21-01-1999,"H.No. 617, Din Marg, Udaipur-745068",Jammu,78.2,97.5,No,,,No special remarks
1332,Tarini Sem,Computer Science Engineering (CSE),2019,2023,tarinisem96@gmail.com,9.10534E+11,02-04-1998,"69, Sengupta Chowk, Ambattur-259319",Gopalpur,87.2,82.9,Yes,Wipro,2314774,Got job in campus placement
1333,Nitya Borde,Computer Science Engineering (CSE),2016,2020,nityaborde42@gmail.com,3557102050,11-12-1998,"277, Karnik Zila, Ajmer 636741",Morbi,94.9,84.5,No,,,No special remarks
1334,Vanya Raman,Computer Science Engineering (CSE),2019,2023,vanyaraman49@gmail.com,9.14725E+11,07-08-2003,"94, Bhatt Nagar, Shahjahanpur-908659",Sangli-Miraj & Kupwad,75.5,87,Yes,TCS,2312162,Got job in campus placement
1335,Azad Rege,Computer Science Engineering (CSE),2017,2021,azadrege47@gmail.com,9.17268E+11,15-08-1999,"73/422, Bedi Road, Anand-934651",Ramgarh,77,90.1,Yes,TCS,2227074,Got job in campus placement
1336,Rania Bhatnagar,Computer Science Engineering (CSE),2016,2020,raniabhatnagar57@gmail.com,4390156800,30-08-1998,"H.No. 586, Datta Chowk, Agartala-410172",Kolhapur,87.7,83.8,No,,,No special remarks
1337,Nirvaan Madan,Computer Science Engineering (CSE),2018,2022,nirvaanmadan72@gmail.com,9.18002E+11,29-12-1997,"73/79, Kalla Marg, Barasat 004224",Chennai,89.5,83.2,Yes,Zoho Corporation,2302214,Got job in campus placement
1338,Saira Sengupta,Computer Science Engineering (CSE),2018,2022,sairasengupta44@gmail.com,9.19991E+11,08-02-1998,"52/082, Sheth Nagar, Srikakulam-859366",Nangloi Jat,83.3,99.8,No,,,No special remarks
1339,Ehsaan Sundaram,Computer Science Engineering (CSE),2019,2023,ehsaansundaram77@gmail.com,2069856914,29-03-2003,"H.No. 811, Kuruvilla Nagar, Rajkot 879813",Imphal,91.9,92,No,,,No special remarks
1340,Darshit Krish,Computer Science Engineering (CSE),2016,2020,darshitkrish61@gmail.com,4741982393,01-05-2000,"792, Chand Path, Srikakulam 509274",Dewas,75.6,90.1,No,,,No special remarks
1341,Ishita Dewan,Computer Science Engineering (CSE),2019,2023,ishitadewan15@gmail.com,9.11184E+11,06-01-2000,"32/61, Barad Zila, Rampur 762448",Madurai,94.1,96.9,Yes,TCS,2240028,Got job in campus placement
1342,Divyansh Karan,Computer Science Engineering (CSE),2019,2023,divyanshkaran13@gmail.com,9.18658E+11,26-06-1998,"36/47, Basu Nagar, Bhubaneswar 091112",Amaravati,83.5,91.3,Yes,Infosys,2331642,Got job in campus placement
1343,Keya Handa,Computer Science Engineering (CSE),2019,2023,keyahanda85@gmail.com,7809288580,29-05-1998,"71/20, Mammen Road, Mirzapur-216911",Uluberia,76.5,97.4,No,,,No special remarks
1344,Lavanya Lala,Computer Science Engineering (CSE),2016,2020,lavanyalala80@gmail.com,9.19485E+11,15-06-2001,"94, Barman Circle, Gorakhpur 708380",Eluru,78.5,82.1,No,,,No special remarks
1345,Samiha Basu,Computer Science Engineering (CSE),2018,2022,samihabasu16@gmail.com,3445560758,14-07-2000,"H.No. 81, Deol Chowk, Chittoor-754402",Kota,83.1,99.3,No,,,No special remarks
1346,Hazel Karan,Computer Science Engineering (CSE),2019,2023,hazelkaran30@gmail.com,8933151224,30-03-2002,"79/057, Barad Circle, Malegaon-526033",Unnao,85.7,95.1,No,,,No special remarks
1347,Hridaan Ganguly,Computer Science Engineering (CSE),2019,2023,hridaanganguly77@gmail.com,9.19278E+11,27-10-2001,"H.No. 87, Buch, Thiruvananthapuram 642978",Udupi,86.2,84.7,Yes,Zoho Corporation,2350101,Got job in campus placement
1348,Sara Swamy,Computer Science Engineering (CSE),2018,2022,saraswamy11@gmail.com,9.1559E+11,26-06-1999,"27/455, Shenoy Street, Orai-396000",Nadiad,90.3,93.2,Yes,Infosys,2337935,Got job in campus placement
1349,Lagan Kale,Computer Science Engineering (CSE),2016,2020,lagankale44@gmail.com,5486528052,29-05-2003,"H.No. 481, Rout Marg, Deoghar-223502",Kavali,94.7,81.3,Yes,TCS,2337409,Got job in campus placement
1350,Saksham Sahni,Computer Science Engineering (CSE),2019,2023,sakshamsahni90@gmail.com,9.18554E+11,09-07-2003,"H.No. 93, Seth Zila, Thrissur 847783",Vijayawada,82.4,93.3,Yes,Zoho Corporation,2373677,Got job in campus placement
1351,Biju Jani,Computer Science Engineering (CSE),2018,2022,bijujani21@gmail.com,8366120396,12-04-1999,"107, Ganesh Chowk, Malda 138983",Durg,78.6,87,Yes,TCS,2323978,Got job in campus placement
1352,Abram Gokhale,Computer Science Engineering (CSE),2017,2021,abramgokhale71@gmail.com,6862624106,10-09-1997,"H.No. 082, Das Marg, Coimbatore 797556",Kavali,88.7,86.9,No,,,No special remarks
1353,Dhruv Sagar,Computer Science Engineering (CSE),2016,2020,dhruvsagar99@gmail.com,3547252181,11-08-2001,"574, Iyer Street, Jalgaon-807206",Kolhapur,91.7,95.8,No,,,No special remarks
1354,Romil Kanda,Computer Science Engineering (CSE),2018,2022,romilkanda24@gmail.com,1599895035,15-09-1997,"15, Sha Path, Meerut 757756",Nagercoil,78.5,83.8,Yes,Infosys,2386514,Got job in campus placement
1355,Dharmajan Datta,Computer Science Engineering (CSE),2018,2022,dharmajandatta82@gmail.com,7039172912,05-07-1998,"H.No. 101, Goyal Circle, Thoothukudi 987831",Dharmavaram,92.2,91.8,No,,,No special remarks
1356,Rati Chokshi,Computer Science Engineering (CSE),2018,2022,ratichokshi92@gmail.com,9.19416E+11,28-11-1997,"H.No. 03, Borah Zila, Gandhinagar 595360",Mehsana,92.5,85,No,,,No special remarks
1357,Sumer Magar,Computer Science Engineering (CSE),2016,2020,sumermagar27@gmail.com,9.17003E+11,07-07-2002,"90/11, Kapur Street, Bhavnagar 040833",Bettiah,75.9,89.4,No,,,No special remarks
1358,Tushar Ranganathan,Computer Science Engineering (CSE),2018,2022,tusharranganathan2@gmail.com,224070022,28-03-2001,"15, Chaudhuri Zila, Aurangabad-578229",Nagpur,92.7,82.4,No,,,No special remarks
1359,Dharmajan Tella,Computer Science Engineering (CSE),2019,2023,dharmajantella1@gmail.com,3874309413,06-06-2003,"H.No. 94, Thaker Circle, Vijayanagaram 179933",Bhiwani,87.3,90.3,No,,,No special remarks
1360,Akarsh Balay,Computer Science Engineering (CSE),2018,2022,akarshbalay34@gmail.com,9452877370,23-10-1999,"H.No. 95, Vig Marg, Indore-606971",Hapur,79,96.5,Yes,Infosys,2223444,Got job in campus placement
1361,Khushi Raj,Computer Science Engineering (CSE),2019,2023,khushiraj89@gmail.com,8081306449,25-03-1999,"H.No. 959, Tiwari Marg, Moradabad 829128",Orai,82,97.5,Yes,Wipro,2260456,Got job in campus placement
1362,Zara Mannan,Computer Science Engineering (CSE),2017,2021,zaramannan83@gmail.com,200111593,05-10-2002,"02, Som Chowk, Giridih 225947",Dewas,78.1,84.1,Yes,TCS,2281139,Got job in campus placement
1363,Indrajit Bedi,Computer Science Engineering (CSE),2018,2022,indrajitbedi54@gmail.com,8000506481,21-04-2003,"H.No. 92, Bhagat Zila, Gandhidham 857764",Howrah,80.9,81.9,Yes,TCS,2216683,Got job in campus placement
1364,Bhavin Sunder,Computer Science Engineering (CSE),2019,2023,bhavinsunder37@gmail.com,9.12417E+11,28-02-2003,"50/871, Dugar Path, Tezpur 579221",Rampur,87.8,86.1,No,,,No special remarks
1365,Veer Talwar,Computer Science Engineering (CSE),2016,2020,veertalwar61@gmail.com,9.18385E+11,30-04-2002,"H.No. 85, Chakrabarti Zila, Sambhal 665457",Mira-Bhayandar,86.1,89.4,No,,,No special remarks
1366,Ivan Gulati,Computer Science Engineering (CSE),2017,2021,ivangulati23@gmail.com,2882287887,22-10-2001,"H.No. 14, Singh Zila, Bulandshahr-541429",Gwalior,93.7,85.4,Yes,Infosys,2369496,Got job in campus placement
1367,Vaibhav Soman,Computer Science Engineering (CSE),2018,2022,vaibhavsoman62@gmail.com,1608852522,18-09-1998,"14, Mammen Street, Arrah 012537",Tinsukia,87.7,93.5,No,,,No special remarks
1368,Arhaan Buch,Computer Science Engineering (CSE),2019,2023,arhaanbuch61@gmail.com,8713962121,19-05-2002,"865, Borde Ganj, Bikaner 872445",Bhagalpur,79.3,80.7,No,,,No special remarks
1369,Dhruv Johal,Computer Science Engineering (CSE),2016,2020,dhruvjohal75@gmail.com,2974467530,07-10-2002,"066, Doshi Street, Gulbarga-277856",Bettiah,78.7,89.9,Yes,TCS,2383223,Got job in campus placement
1370,Dishani Bansal,Computer Science Engineering (CSE),2018,2022,dishanibansal51@gmail.com,6068157311,19-08-2003,"728, Kar Marg, Sri Ganganagar 740048",Ghaziabad,75.7,80.1,No,,,No special remarks
1371,Dishani Mani,Computer Science Engineering (CSE),2019,2023,dishanimani5@gmail.com,1522533999,12-09-1998,"26/690, Sachar Ganj, Ambattur-263661",Tezpur,83.3,97.1,No,,,No special remarks
1372,Himmat Chand,Computer Science Engineering (CSE),2016,2020,himmatchand80@gmail.com,27935414,23-02-2002,"H.No. 030, Kata Path, Bokaro 516212",Delhi,83.2,82.6,Yes,TCS,2267767,Got job in campus placement
1373,Ritvik Sem,Computer Science Engineering (CSE),2017,2021,ritviksem66@gmail.com,9.18753E+11,10-03-2000,"H.No. 395, Malhotra Nagar, Chapra 179853",Rajahmundry,75.8,82.4,Yes,Infosys,2306704,Got job in campus placement
1374,Nirvaan Lalla,Computer Science Engineering (CSE),2019,2023,nirvaanlalla20@gmail.com,6957430203,14-05-1998,"H.No. 991, Jain Nagar, Saharsa-412041",Meerut,87.2,92.5,Yes,TCS,2274046,Got job in campus placement
